created_at,tweet_text,retweet_count,author,hashtags
Sun Feb 16 10:32:50 +0000 2020,@HS2theTruth @jonathan640000 @John_Whitelegg @westmidlandsgp @christianwolmar @tonyberkeley1 @stophs2 Many are bein… https://t.co/rpKKjPE6A5,0,pedrojuk,
Sun Feb 16 10:31:46 +0000 2020,"RT @LFLegal: Sad but true: Just got a Google Ad reading: ""Understand WCAG 2.1 &amp; Comply | Be Compliant in Minutes."" No website can be ""compl…",75,davidnason1,
Sun Feb 16 10:31:33 +0000 2020,"#themodeldrivenmanifesto 

Business Applications must die and be reborn as executable business and information mode… https://t.co/U5gnj27txK",0,GTEADATA,themodeldrivenmanifesto
Sun Feb 16 10:30:22 +0000 2020,RT @friendshipbench: Making sure people can find us when they need us. #Visibility #Accessibility #Equity https://t.co/oZev0W85fu,1,TiChitsinde,Visibility Accessibility Equity
Sun Feb 16 10:23:56 +0000 2020,"RT @Talen_Lee: Oh hey, so Ikea's naming convention is a dyslexia accessibility tool, and it wound up becoming a part of their branding that…",26,julienkirch,
Sun Feb 16 10:23:27 +0000 2020,"RT @abby_cappleman: ♿ ACCESSIBILITY ISSUE ♿

How do @RoyalMail expect wheelchair users to collect their mail from the Tweedale office, Telf…",15,Christi29354231,
Sun Feb 16 10:22:09 +0000 2020,@laurapasquini I make my students create a persona related to accessibility challenges in learning. I'd be glad to… https://t.co/9kPAHfuYta,0,mathplourde,
Sun Feb 16 10:21:07 +0000 2020,RT @thebookseller: Don't miss Five Questions for...@mahsudasnaith! @CarolineC1988 catches up with the Quick Reads 2020 author about accessi…,5,BristolPrize,
Sun Feb 16 10:20:51 +0000 2020,#NAME?,0,christlet,
Sun Feb 16 10:20:04 +0000 2020,Making sure people can find us when they need us. #Visibility #Accessibility #Equity https://t.co/oZev0W85fu,1,friendshipbench,Visibility Accessibility Equity
Sun Feb 16 10:18:44 +0000 2020,"RT @officialfrogfan: @fauxpoesfoe @JimmyJazz1968 This js a really easy pit to fall into, but no. Electronic voting is never, never, ever, e…",1,igoymillan,
Sun Feb 16 10:18:20 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,thenickofit,
Sun Feb 16 10:17:33 +0000 2020,@moneycontrolcom @niramaianalytix @siddhaysh “The device itself is 1/10th or 1/15th the cost of a mammogram. And mo… https://t.co/2USc2AQBU1,0,anil7kishan,
Sun Feb 16 10:17:14 +0000 2020,“The device itself is 1/10th or 1/15th the cost of a mammogram. And more hospitals and diagnostic centres are able… https://t.co/sxde7xrP0f,0,anil7kishan,
Sun Feb 16 10:17:03 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,SolankiRaghu,
Sun Feb 16 10:16:21 +0000 2020,"RT @flavourIE: READ my article on @echolivecork asking Where is the food system failing us in Cork?
It’s in response to the launch of the C…",3,katylouiseryan,
Sun Feb 16 10:16:16 +0000 2020,"@BeerOClockShow ....and it’s accessibility whether it’s a £3 can from Tesco, a £10 bottle of stout from Sean or som… https://t.co/xibrEjHH6w",0,Mister_SWP,
Sun Feb 16 10:15:19 +0000 2020,I vaguely recall reviewing Metro Exodus and I don't remember there being this many accessibility options...is this… https://t.co/9Uzsc7By0v,0,CyclopediaBrain,
Sun Feb 16 10:15:07 +0000 2020,🌳 The popular Lea Farm Recreation Ground will be undergoing accessibility improvements to make the park more disabi… https://t.co/HmBa3ZHa1q,0,WatfordCouncil,
Sun Feb 16 10:14:27 +0000 2020,"RT @lovegoesforth: @IPOT1776 @TwitterSupport Try this: go to settings, then accessibility, then scroll down to “reduce motion” and turn it…",1,wellnessFR,
Sun Feb 16 10:13:48 +0000 2020,"Over 40% of pedestrian fatalities are those aged over 70 years (they make up around 12% of the population, and acco… https://t.co/Zcbsi63MfE",1,charliemuss,
Sun Feb 16 10:13:42 +0000 2020,"@AnthonyICHH The major problem here is that none the flats in these buildings meet a whole set of space, energy acc… https://t.co/WKmyGA0bX0",0,malachymathews,
Sun Feb 16 10:13:37 +0000 2020,Do you think American non-material cultures (visual and written) spread so easily because oftentimes its the lowest… https://t.co/C22KwqZ3u2,0,nereiraguyer,
Sun Feb 16 10:13:17 +0000 2020,"RT @d_dialogues: Prof. Venkat Iyer stressed on machine learning, intelligence explosion &amp; the changes on new technology such as AI. Also, i…",41,narang_simrat,
Sun Feb 16 10:13:13 +0000 2020,"RT @johncutlefish: should programmers learn how to do usability testing, competitive analysis, business model design, accessibility studies…",13,gabietanj,
Sun Feb 16 10:12:51 +0000 2020,@markwafer @RebeccaCokley @maysoonzayid It wasn't a debate but a panel discussion organized by @CIL_Toronto &amp; other… https://t.co/AiqLyL6C5q,0,tkurdi,
Sun Feb 16 10:11:42 +0000 2020,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrain…",60,DamienMansell,usebatlow
Sun Feb 16 10:11:40 +0000 2020,@RRDRUA @RedhillRail I just hope it doesn’t lead to more cars parking on the nearby pavements. Makes things really… https://t.co/FyaigI3DNh,0,bashmore,
Sun Feb 16 10:11:20 +0000 2020,"RT @DennisHrangchal: As we take reforms in law, we must look at what ails our judicial system?
It a high time we introspect into structures…",25,adnaanS74788868,
Sun Feb 16 10:10:46 +0000 2020,RT @JerseyITGuy: Finished! Ava gives my homemade #accessibility controller V1.0 the thumbs up. She can play @Nintendo #BreathoftheWild on h…,22701,pu66in,accessibility BreathoftheWild
Sun Feb 16 10:10:36 +0000 2020,RT @VocalEyesAD: Check out @sarahm_matthews blog about her experiences of #access to music and theatre venues #AccessForUs https://t.co/Gvs…,4,londondescribed,access AccessForUs
Sun Feb 16 10:10:31 +0000 2020,@spotifycares @spotify_support I am a blind user of yours and I encounter many inaccessibility issues with your… https://t.co/Vosynhj15t,0,kaveinthran,
Sun Feb 16 10:08:58 +0000 2020,"RT @abby_cappleman: ♿ ACCESSIBILITY ISSUE ♿

How do @RoyalMail expect wheelchair users to collect their mail from the Tweedale office, Telf…",15,Kirstysstory,
Sun Feb 16 10:08:11 +0000 2020,RT @machinelearnTec: Alexa can now understand sign language 🤟 #ArtificialIntelligence #AI #DeepLearning #Accessibility #Tech @nowthisnews @…,25,shelarshweta191,ArtificialIntelligence AI DeepLearning Accessibility Tech
Sun Feb 16 10:07:22 +0000 2020,"""We do endeavour to save heat as much as possible, but we also have to take into account the accessibility to our s… https://t.co/oRlwXVQZSE",1,trail_ed,
Sun Feb 16 10:06:49 +0000 2020,Let’s talk Neumorphism and Accessibility - UX Collective https://t.co/rNCZXfEQkd,0,mmore,
Sun Feb 16 10:06:18 +0000 2020,"Morning walk in the rain with my dog and my podcasts. I had coffee. Life is good.

Currently listening to the Jan… https://t.co/cFKqs62K1Z",0,brightspaceux,
Sun Feb 16 10:05:38 +0000 2020,"RT @twitchyspoonie: ""Clapping hands is inaccessible to people who use screen readers, especially in longer phrases.""

Valid criticism. Good…",37,evelyn__trinity,
Sun Feb 16 10:03:53 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,RobMcGregor35,
Sun Feb 16 10:03:04 +0000 2020,"RT @hopwolf12093: @poweredbylove2 Teach ABLED kids about disability
 
Teach them about accessibility 

Teach them we are not tragedies 

Te…",23,Ali28602,
Sun Feb 16 10:02:17 +0000 2020,Building an inclusive experience: Why accessibility matters - Intuit Developer Community Blog https://t.co/vmYO2lJwqu,0,adamandfairhead,
Sun Feb 16 10:00:19 +0000 2020,"@chrisorman I see, I would advise using the accessibility options to assist you with calling the movers team. 

||ZM",0,virginmedia,
Sun Feb 16 09:58:48 +0000 2020,@CllrAndrewDavis Thank you. Twitter word count made my point more aggressive. The path is so bad it looks like mali… https://t.co/SdHUSyPaeS,0,quickerbybike,
Sun Feb 16 09:58:13 +0000 2020,GG #2 – Why do we all need web accessibility ? – With Stefan Judis https://t.co/U7P63sVX6f,0,trumpathon,
Sun Feb 16 09:54:51 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,Skardon,
Sun Feb 16 09:54:05 +0000 2020,"RT @estrans: CfP conference: 8-9 October 2020: DIAMESIC 5 – 5th Intersteno Conference on Parliamentary and Court Reporting, Captioning and…",2,HenryLiu_FIT,
Sun Feb 16 09:53:14 +0000 2020,"Back on Small world &amp; quite oddly, but nicely for our Tom who has been having a tough day so far with crowds etc we… https://t.co/DMysmgRNJy",0,TinkDisneyMagi1,
Sun Feb 16 09:52:51 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,Sperocaof,
Sun Feb 16 09:52:13 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,clashboy23,
Sun Feb 16 09:52:04 +0000 2020,Imagine being angry about accessibility,0,bursterasures,
Sun Feb 16 09:51:39 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,mahadesha_v,
Sun Feb 16 09:49:22 +0000 2020,RT @mage0r: @jonoxer @parisba A mention that you can help support @jonoxer's work on accessibility and home assistant stuff at https://t.co…,9,FemmeOnAFarm,
Sun Feb 16 09:49:05 +0000 2020,"@Hon.muthomi njuki@ggetonga1,Accessibility to MAGUTUNI mkt via keria - nguruki rd  again impassable , thanks for Xm… https://t.co/hGV8OXRqZH",0,ggetonga1,
Sun Feb 16 09:48:48 +0000 2020,"RT @PaulHamilton8: Teachers: Would appreciate your opinion. If you have a different idea leave in the comments. I.e accessibility, thinking…",2,UserExperienceU,
Sun Feb 16 09:47:58 +0000 2020,"RT @Kagagiou: For BitChute and Youtube Channel.
Double R Versus Role-Play (and other BS)
📱🖥️ “Video accessibility.”

https://t.co/ZVdEoyrD8j",2,Sara_Akai_253,
Sun Feb 16 09:47:52 +0000 2020,"Mental health professionals.
Improve accessibility to mental health services: List your practice. Visit our website… https://t.co/VBXo4sESjC",0,TherapyRoute,
Sun Feb 16 09:46:30 +0000 2020,RT @superblindman: Hey #Dreams PS4 community. I am a totally blind gamer and accessibility consultant looking to do an external colaboratio…,48,Wo_Hoi,Dreams
Sun Feb 16 09:45:48 +0000 2020,RT @friendshipbench: Making sure people can find us when they need us. #Visibility #Accessibility #Equity https://t.co/tNPPbSYm6M,4,Kuda_Chizura,Visibility Accessibility Equity
Sun Feb 16 09:45:22 +0000 2020,"RT @DisabilityFed: The reality of life for PwD in 2020 is that they are substantially more at risk of poverty, unemployment and mental heal…",9,GerRoon49,
Sun Feb 16 09:44:32 +0000 2020,RT @friendshipbench: Making sure people can find us when they need us. #Visibility #Accessibility #Equity https://t.co/tNPPbSYm6M,4,TiChitsinde,Visibility Accessibility Equity
Sun Feb 16 09:43:24 +0000 2020,Making sure people can find us when they need us. #Visibility #Accessibility #Equity https://t.co/tNPPbSYm6M,4,friendshipbench,Visibility Accessibility Equity
Sun Feb 16 09:42:51 +0000 2020,"@fauxpoesfoe @JimmyJazz1968 This js a really easy pit to fall into, but no. Electronic voting is never, never, ever… https://t.co/RkI4xCi3b5",1,officialfrogfan,
Sun Feb 16 09:42:47 +0000 2020,"@sir_loffy @OduwoleRaymond https://t.co/GmN14yZFkI

Even physically challenged isn't encouraged.... I give up jare.",0,dhotunibk,
Sun Feb 16 09:42:33 +0000 2020,"RT @TheStage: ""A very accessible arts complex which has something to offer everyone.""
Catch up with the news that @BarbicanCentre has been…",3,Paul_Ralph_FRSA,
Sun Feb 16 09:42:30 +0000 2020,"RT @BeMyEyes: New Podcast Alert! We just announced 13 Letters, a new podcast all about #accessibility. Hosted by @willkbutler and @cordelia…",9,juliechristie1,accessibility
Sun Feb 16 09:42:14 +0000 2020,"RT @adrparsons: I hate how deaf accessibility tools are used for surveillance capital.

https://t.co/j6kzhV2eWt",3,davinia3,
Sun Feb 16 09:41:35 +0000 2020,"RT @TheStage: ""A very accessible arts complex which has something to offer everyone.""
Catch up with the news that @BarbicanCentre has been…",3,SLAMKingsX,
Sun Feb 16 09:41:05 +0000 2020,"BUENOS AIRES - if you're planning on visiting Argentina's capital city, you'll not want to miss this new issue of t… https://t.co/G1FAQi4eQX",0,WorldWheelchair,
Sun Feb 16 09:40:49 +0000 2020,What's in the latest Firefox update? Firefox 73 adds to usability and accessibility options https://t.co/pFqxkdhLDI https://t.co/JJ6gTSvZyx,0,breakingnewshe1,
Sun Feb 16 09:40:18 +0000 2020,"RT @adrparsons: My phone is well over 6 years old now, and still haven't upgraded because I saw some weird shit Google was doing ten years…",2,BlkMisandrist,
Sun Feb 16 09:40:13 +0000 2020,"Accessibility: How to use multiple LABEL elements for one INPUT item correctly (via ARIA, etc.)? [Votes: 1] #html… https://t.co/rhenB1Gucp",0,htmlcss_stack,html
Sun Feb 16 09:40:11 +0000 2020,"RT @adrparsons: I hate how deaf accessibility tools are used for surveillance capital.

https://t.co/j6kzhV2eWt",3,BlkMisandrist,
Sun Feb 16 09:39:27 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,nagaraju4u,
Sun Feb 16 09:38:25 +0000 2020,"READ my article on @echolivecork asking Where is the food system failing us in Cork?
It’s in response to the launch… https://t.co/aRCYcFrzKL",3,flavourIE,
Sun Feb 16 09:38:17 +0000 2020,"My phone is well over 6 years old now, and still haven't upgraded because I saw some weird shit Google was doing te… https://t.co/rtAqYtb4ry",2,adrparsons,
Sun Feb 16 09:38:04 +0000 2020,RT @mage0r: @jonoxer @parisba A mention that you can help support @jonoxer's work on accessibility and home assistant stuff at https://t.co…,9,nye_nicola,
Sun Feb 16 09:37:10 +0000 2020,"I hate how deaf accessibility tools are used for surveillance capital.

https://t.co/j6kzhV2eWt",3,adrparsons,
Sun Feb 16 09:37:01 +0000 2020,"RT @A11yAdvice: ""Under the category of know your ARIA...

Do not use aria-selected without understanding its purpose. It should only be use…",4,nmcholakov,
Sun Feb 16 09:36:53 +0000 2020,RT @A11yAdvice: Don't remove the default browser indication with outline:none. People have the ability to customize this focus indicator. A…,5,nmcholakov,
Sun Feb 16 09:36:50 +0000 2020,"RT @A11yAdvice: People frequently place title attributes on links with identical values as the link text. As the link text is visible, the…",13,nmcholakov,
Sun Feb 16 09:35:35 +0000 2020,"RT @hopwolf12093: @poweredbylove2 Teach ABLED kids about disability
 
Teach them about accessibility 

Teach them we are not tragedies 

Te…",23,little_chibs,
Sun Feb 16 09:35:32 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,STPISHIMLA,
