created_at,tweet_text,retweet_count,author,hashtags
Sun Feb 16 12:08:56 +0000 2020,"RT @Talen_Lee: Oh hey, so Ikea's naming convention is a dyslexia accessibility tool, and it wound up becoming a part of their branding that…",26,lesbianautica,
Sun Feb 16 12:08:40 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,Forducks,
Sun Feb 16 12:08:11 +0000 2020,"It is this accessibility which has made AK, so dear to the masses .... I don’t think he spends even 6 crores on his… https://t.co/LhpW8RG7s1",0,Enraged_Indian,
Sun Feb 16 12:07:22 +0000 2020,"@Y2Erika Rough around the edges but if you need English conan for accessibility purposes, it’ll do the trick!",0,bronysnape,
Sun Feb 16 12:07:20 +0000 2020,"RT @EFF: MIT researchers: ""It is important to improve election accessibility… for disabled people, the elderly, military and overseas voter…",16,harishpillay,
Sun Feb 16 12:07:18 +0000 2020,"RT @TC_DesignTeam: We’re updating the council’s visual identity, placing #accessibility at the heart of everything we do. Here’s a presenta…",1,nikmassie,accessibility
Sun Feb 16 12:05:41 +0000 2020,RT @AuracleDMG: I'd really like to talk to #Disabled people who attend live music and arts events about how I can make the shows I manage b…,1,Alice23802230,Disabled
Sun Feb 16 12:05:27 +0000 2020,@DoodleMaths despite changing the voice as instructed in the accessibility section of my iPad - Doodle Maths still… https://t.co/K7q4ONPFb4,0,Watts_Chris,
Sun Feb 16 12:05:21 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,__Nomandla,
Sun Feb 16 12:03:34 +0000 2020,RT @A11yAdvice: Add a link at the top of the page to allow people using a keyboard and/or a screen reader to skip over common elements on e…,5,ash2x3,
Sun Feb 16 12:01:55 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,Nkeke_S,
Sun Feb 16 12:01:34 +0000 2020,"ugh, i really need to get into the habit of being a better ally to disabled people, not just wheelchair users but b… https://t.co/49ej9tQyzO",0,VOlDLESSNESS,
Sun Feb 16 12:01:00 +0000 2020,During #Funka2020 there's a focus on #accessible #gaming Learn more about #accessibility by playing games based on… https://t.co/BAlSygLOQp,0,FunkaNu,Funka2020 accessible gaming accessibility
Sun Feb 16 12:00:58 +0000 2020,RT @StopgapOttawa: Q: What does it take to be an accessibility ally?,3,OneDay_Change,
Sun Feb 16 12:00:48 +0000 2020,@NigelandW Hi you can get help with this by making contact with our accessibility team via this link here: https://t.co/6JqN3r3P0G ^GM,0,SkyHelpTeam,
Sun Feb 16 12:00:21 +0000 2020,"RT @jarrelljames_: If you missed my talk on the accessibility of Web 3 and dev tools in general for African nations. Here’s the TLDR.
 @sus…",8,parrachia,
Sun Feb 16 12:00:18 +0000 2020,"RT @techsocialnet: https://t.co/PmCi9dcxrW

Check out the article on Web Accessibility - Its made me think in a different perspective.

 #w…",3,eirhost,
Sun Feb 16 12:00:15 +0000 2020,Enabling Remote: Accessibility Issues in the Office-Optional Workplace - does #remotework mean greater… https://t.co/2VtU50j3tV,1,VirtualTeamw0rk,remotework
Sun Feb 16 12:00:02 +0000 2020,"https://t.co/PmCi9dcxrW

Check out the article on Web Accessibility - Its made me think in a different perspective.… https://t.co/urDj4Yisai",3,techsocialnet,
Sun Feb 16 12:00:00 +0000 2020,Add a link at the top of the page to allow people using a keyboard and/or a screen reader to skip over common eleme… https://t.co/JifxAd0EId,5,A11yAdvice,
Sun Feb 16 11:58:38 +0000 2020,"RT @CyclopediaBrain: #GameDev folks, if you release an accessibility-improving patch, you should be on here shouting about it. Metro Exodus…",8,ForIceAge,GameDev
Sun Feb 16 11:58:31 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,Alihunk2,
Sun Feb 16 11:58:05 +0000 2020,@katevideo Agree. Those creating learning materials need to understand how to build inclusion and accessibility int… https://t.co/u2gTHP0Evi,0,jenperkins,
Sun Feb 16 11:57:55 +0000 2020,"hey @girlscouts I'd love to order cookies, but cannot select a shipping method using my screen reader. Please consi… https://t.co/wxgtZajqr9",2,jordyn2493,
Sun Feb 16 11:57:41 +0000 2020,"“this kind of scrutiny and speculation is a lot to take on for one person”. Whether it’s celebrities, politicians o… https://t.co/DXDHFo55CX",1,oldagepsych,
Sun Feb 16 11:57:29 +0000 2020,"The National Consumer Helpline (NCH) is the grievance redressed mechanism of the Department of Consumer Affairs.

U… https://t.co/86d0yosXZS",0,GouravBansal92,
Sun Feb 16 11:57:20 +0000 2020,"RT @CyclopediaBrain: #GameDev folks, if you release an accessibility-improving patch, you should be on here shouting about it. Metro Exodus…",8,jmhenner,GameDev
Sun Feb 16 11:56:20 +0000 2020,"@JamesRath This. Disability is also the ONLY minority group anyone could join anyday, so why are we not prepared? S… https://t.co/aimg5UtFjO",0,therkmtv,
Sun Feb 16 11:55:51 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,raylondon66,
Sun Feb 16 11:55:11 +0000 2020,Check out these accessibility improvements made in Metro Exodus! https://t.co/opS6tVlDPr,3,CanIPlayThat,
Sun Feb 16 11:55:02 +0000 2020,"RT @MicrosoftStream: Improving teacher training and boosting accessibility in the classroom with Microsoft tools, including 
@MicrosoftStre…",1,gannotti,
Sun Feb 16 11:54:06 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,sandcam55,
Sun Feb 16 11:54:03 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,rezhaan_adonis,
Sun Feb 16 11:52:42 +0000 2020,"RT @A11yAdvice: People frequently place title attributes on links with identical values as the link text. As the link text is visible, the…",13,mcleaf,
Sun Feb 16 11:52:37 +0000 2020,RT @friendshipbench: Making sure people can find us when they need us. #Visibility #Accessibility #Equity https://t.co/tNPPbSYm6M,4,anna_wadza,Visibility Accessibility Equity
Sun Feb 16 11:51:22 +0000 2020,"RT @CyclopediaBrain: #GameDev folks, if you release an accessibility-improving patch, you should be on here shouting about it. Metro Exodus…",8,PVBuk,GameDev
Sun Feb 16 11:51:19 +0000 2020,"RT @WalterStephanie: 📚 I updated my list of selected books on design, User eXperience, mobile, accessibility &amp; more with a new section dedi…",7,WalterStephanie,
Sun Feb 16 11:50:57 +0000 2020,"@RobinMazumder @urbanSCleaver @tmstreet Background in physio and working in active travel, accessibility in Ireland… https://t.co/NyrTSs7SdR",0,sileginnane,
Sun Feb 16 11:50:45 +0000 2020,"#GameDev folks, if you release an accessibility-improving patch, you should be on here shouting about it. Metro Exo… https://t.co/52EXgUpsEr",8,CyclopediaBrain,GameDev
Sun Feb 16 11:50:44 +0000 2020,"RT @disabilitywire: Interview with Envision AI about Smart Glasses, Because of My Blindness with Maxwell Ivy Plus News about ScripTalk, Acc…",5,shinagy,
Sun Feb 16 11:50:27 +0000 2020,RT @superblindman: Hey #Dreams PS4 community. I am a totally blind gamer and accessibility consultant looking to do an external colaboratio…,48,shegoeslocofoco,Dreams
Sun Feb 16 11:49:04 +0000 2020,#NAME?,0,AbdulRahmanH94,
Sun Feb 16 11:47:32 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,ThirdMan__,
Sun Feb 16 11:46:44 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,MsMvpule,
Sun Feb 16 11:46:38 +0000 2020,"@secondshelfbks being trans inclusive is amazing &amp; I’d love to visit you, however I cannot find any accessibility i… https://t.co/KMIB0feonP",0,jo_mosexual,
Sun Feb 16 11:46:36 +0000 2020,RT @StopgapOttawa: Q: What does it take to be an accessibility ally?,3,OttTransitRider,
Sun Feb 16 11:45:31 +0000 2020,"RT @TheGlobeEvents: Some stats on accessibility. Brad McCannell, VP of Access and Inclusion, ⁦@RickHansenFdn⁩ says 53 per cent of Canadians…",7,Carolp010,
Sun Feb 16 11:44:30 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,TiChitsinde,
Sun Feb 16 11:44:12 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,MorolongZA,
Sun Feb 16 11:41:51 +0000 2020,Accessibility! https://t.co/2lLgfZWOVx,0,padochka,
Sun Feb 16 11:40:47 +0000 2020,"RT @TIME: As millions like and re-share a viral post, people with visual impairments often find themselves locked out of the discourse. 

E…",40,Sybelia,
Sun Feb 16 11:40:37 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,Trevtron4,
Sun Feb 16 11:40:17 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,sindivanzyl,
Sun Feb 16 11:38:17 +0000 2020,"Yes. 1000%

But maybe we as a nation can also address the glaring problems in accessibility to firearms and lack of… https://t.co/1PMPsLlkxA",0,NeptuneArt76,
Sun Feb 16 11:37:04 +0000 2020,"RT @abdullah_0mar: In last 6 years, PM Modi visited his constituency almost 10 times.

Every BJP MP/MLA must learn from PM Modi: the art of…",28,RKotibhat,
Sun Feb 16 11:35:39 +0000 2020,RT @PHOLUXNET: Virtual Reality Has an Accessibility Problem https://t.co/dWnSrNFbKv #virtualreality,7,DrewZola,virtualreality
Sun Feb 16 11:35:18 +0000 2020,Great to see this get covered by a national newspaper. This year it will be a decade since the #Equality Act was pa… https://t.co/61h6YZ4dgC,0,L0v3l4C3,Equality
Sun Feb 16 11:33:09 +0000 2020,"Bake a pie with some friends 😎

Type: Cooking 🍳

Participants: 3

Accessibility: 0.3/1 (zero being the most accessi… https://t.co/uwRrfWIdMQ",0,TheBetterBot,
Sun Feb 16 11:30:39 +0000 2020,"RT @trail_ed: ""We do endeavour to save heat as much as possible, but we also have to take into account the accessibility to our stores for…",1,antrunner69,
Sun Feb 16 11:28:08 +0000 2020,"RT @abdullah_0mar: In last 6 years, PM Modi visited his constituency almost 10 times.

Every BJP MP/MLA must learn from PM Modi: the art of…",28,vbaliyan88,
Sun Feb 16 11:27:48 +0000 2020,"RT @EpiCARE_ERN: Prof Masa Malenica summarised the workshop on patient care pathway. The message is :
➡️We have to be clear about the level…",4,TorieRobinson10,
Sun Feb 16 11:27:31 +0000 2020,"RT @joeharrispark: In one tweet everything that’s wrong with our MP. Lives in Norfolk, “visits” his constituency every so often and instruc…",13,joshuad_,
Sun Feb 16 11:27:27 +0000 2020,"@emilynordmann Also, digital teaching and in-person teaching don't necessarily translate well. Recording lectures a… https://t.co/Ye8hc6xKTR",0,VerbingNouns,
Sun Feb 16 11:27:19 +0000 2020,@gideon_ismail I appreciate you taking the time to respond. I did some reading on the RHF site. It looks like their… https://t.co/ALGLm7UyrQ,0,matthew_jarsky,
Sun Feb 16 11:27:12 +0000 2020,"RT @abdullah_0mar: In last 6 years, PM Modi visited his constituency almost 10 times.

Every BJP MP/MLA must learn from PM Modi: the art of…",28,prodip_paul1,
Sun Feb 16 11:25:25 +0000 2020,"RT @MarkWalker36: 4 Critical Criteria for #Broadband adoption;
1. #Accessibility
2. #Affordability
3. #Relevance
4. #Security
lessons learn…",3,sheila_manek,Broadband Accessibility Affordability Relevance Security
Sun Feb 16 11:24:43 +0000 2020,"RT @markwafer: @CityNewsVAN Just to confirm, First Nation protestors are NOT responsible for your cities poor accessibility performance",5,JensGoldenPig,
Sun Feb 16 11:24:38 +0000 2020,RT @KarLeia: @dacy_alex Mental health and addiction support are forms of accessibility.,17,lifeonmarshall,
Sun Feb 16 11:23:20 +0000 2020,"@rantingduck1 There is no alt text for this image, I'm sorry. @transadvocate please add descriptions to your images… https://t.co/IN8qwNe9rg",0,get_altText,
Sun Feb 16 11:23:04 +0000 2020,RT @YusufBShariff: Have you tested your #PowerApps accessibility for comfortable thumb reach? Try it out by screen shotting your app &amp; usin…,8,DashboardDr,PowerApps
Sun Feb 16 11:22:01 +0000 2020,@AVFCOfficial are welcoming all supporters by providing essential accessibility information in partnership with Acc… https://t.co/26EZpBzMRk,0,AccessAbleUK,
Sun Feb 16 11:21:37 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,RoobyDooby12345,
Sun Feb 16 11:20:29 +0000 2020,"@DisabilityJ careful what you wish for. A lot those buildings maybe falling apart, have high running costs require… https://t.co/W3vgLcrg8H",0,EdgySpirit,
Sun Feb 16 11:20:23 +0000 2020,"Wow! I finally found it!

Enabling ""Hover Text” with  command key ⌘ of Accessibility of System preferences of macOS… https://t.co/VSk0xBePmX",0,zetton_zetton,
Sun Feb 16 11:20:21 +0000 2020,"There's a very high misconception that number plates, company name, PIN numbers etc are private. The very reason of… https://t.co/hrphP9kpVS",0,pmuoge,
Sun Feb 16 11:20:15 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,polina666volk,
Sun Feb 16 11:20:03 +0000 2020,Readability and Accessibility of Terms of Service and Privacy Policies for Menstruation-Tracking Smartphone Applica… https://t.co/ebEfBs2trd,0,HIV_Insight,
Sun Feb 16 11:19:15 +0000 2020,"Attention @Twitter, your app has broken the #A11Y accessibility feature on the iPhone called dictate. I have tested… https://t.co/iJIu44qd4O",0,n7zzt,A11Y
Sun Feb 16 11:19:12 +0000 2020,"""Walt Disney World is not 100% accessible … experience is still nothing short of magical"" – PLEASE do your homework… https://t.co/pJmDBqxBOH",0,WorldonWheels99,
Sun Feb 16 11:18:35 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,hemanth_stpi,
Sun Feb 16 11:17:15 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,archivedelver,
Sun Feb 16 11:16:55 +0000 2020,This is totally unacceptable - “keeping people safe” &amp; respecting #accessibility are not bloody slogans to be parro… https://t.co/11TSmlGG9i,0,Fradgie,accessibility
Sun Feb 16 11:14:32 +0000 2020,RT @Jisc: By 2025 the design of assessments will have moved to an accessibility-first principle that allows the same assessment to be deliv…,16,CarolineReid1,
Sun Feb 16 11:14:27 +0000 2020,RT @Chris_Topper: I hate the accessibility social media provides. HATE IT,41,esi_aan,
Sun Feb 16 11:13:41 +0000 2020,"RT @liseuse: If you work in a building that has accessibility problems (lots do), please do not assume that your Estates team don't care. W…",4,Gaeilg_ish,
Sun Feb 16 11:11:48 +0000 2020,Thanks you @MSUSPartner for this #MSPartner #Accessibility story even from Jan 23 2020 https://t.co/uCqY6AgsPl,0,CEEKTechnology,MSPartner Accessibility
Sun Feb 16 11:11:03 +0000 2020,@HamOnWheels @SarahMarieDS @UniOfHull I've had to withdraw from so many classes in my life due to lack of accessibi… https://t.co/hFdNSOxtXq,0,Ringwraith10,
Sun Feb 16 11:10:53 +0000 2020,@froukehe Lecture capture as a default is not about accessibility. It's about control. Lecture capture can be great… https://t.co/QaXqYXxxrO,0,VerbingNouns,
Sun Feb 16 11:10:47 +0000 2020,"RT @ianhamilton_: Hey hive mind, playing #BleedingEdgeBeta and have thoughts about accessibility? If so I'd love to hear about anything tha…",7,CEEKTechnology,BleedingEdgeBeta
Sun Feb 16 11:10:18 +0000 2020,RT @VocalEyesAD: Check out @sarahm_matthews blog about her experiences of #access to music and theatre venues #AccessForUs https://t.co/Gvs…,4,JazzCo_Op,access AccessForUs
Sun Feb 16 11:09:42 +0000 2020,"RT @DisabilityFed: The reality of life for PwD in 2020 is that they are substantially more at risk of poverty, unemployment and mental heal…",9,DBpsychology,
Sun Feb 16 11:08:38 +0000 2020,"RT @lilririah: So, I've heard many times that going to conferences are a privilege.

We understand class &amp; accessibility obstacles, I'm ope…",5,ObservatoriumF,
Sun Feb 16 11:08:25 +0000 2020,This is a good thread discussing infographic accessibility. I especially like the example of the philosorapter meme… https://t.co/cZEKL9Rjoy,0,Becca9941,
Sun Feb 16 11:07:57 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,rosamundi,
Sun Feb 16 11:07:38 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,DkSeabi,
Sun Feb 16 11:07:19 +0000 2020,RT @kicholiz: Having subtitles isn't just about accessibility but also convenience. Otherwise what would you do when your mom vacuums or wh…,1,Garyou_Tensei,
Sun Feb 16 11:07:17 +0000 2020,"It's that time of year again! 💙💜If you're planning to head along to @ADLfringe, check out their handy accessibility… https://t.co/QidyzDaght",0,BrainInjurySA,
Sun Feb 16 11:07:12 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,Mr_Woodont,
Sun Feb 16 11:06:40 +0000 2020,"RT @vipmumsndads: I'd love to share with you one of @vipmumsndads website members.
Here is @AccessibleHols1 helping you to find accessible…",7,philhamilton27,
Sun Feb 16 11:06:22 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,Red__Mos,
Sun Feb 16 11:04:26 +0000 2020,"@CyclopediaBrain We patched this stuff in, back in August I think. We’d read an accessibility review on a site (I d… https://t.co/DoPm44qrUa",0,Bi50N,
Sun Feb 16 11:04:20 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,ChumaDick,
Sun Feb 16 11:03:34 +0000 2020,"RT @estrans: CfP conference: 8-9 October 2020: DIAMESIC 5 – 5th Intersteno Conference on Parliamentary and Court Reporting, Captioning and…",2,interpretaatioo,
Sun Feb 16 11:02:58 +0000 2020,"RT @mikamckinnon: Sigh.

None of the shuttles to #AAASmtg press party are wheelchair accessible.

Volunteers are trying to find accessible…",29,jendatabasegeek,AAASmtg
Sun Feb 16 11:02:14 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,Ross_Lawson,
Sun Feb 16 11:01:39 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,FubsyShabaroon,
Sun Feb 16 11:00:36 +0000 2020,RT @bartvandeuren: Accessibility and #SEO and #WordPress : a match made in heaven ? https://t.co/fRPfnz2WnC https://t.co/UwRJ0Q1Nqc,2,eirhost,SEO WordPress
Sun Feb 16 11:00:27 +0000 2020,New government programs hope to solve retirement savings plans accessibility issues affecting nearly 55 million Ame… https://t.co/EGiwbff1XP,0,PhoenxRisingIns,
Sun Feb 16 11:00:26 +0000 2020,Accessibility and #SEO and #WordPress : a match made in heaven ? https://t.co/fRPfnz2WnC https://t.co/UwRJ0Q1Nqc,2,bartvandeuren,SEO WordPress
Sun Feb 16 11:00:01 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,lukhanyo_velelo,
Sun Feb 16 10:59:54 +0000 2020,"RT @abdullah_0mar: In last 6 years, PM Modi visited his constituency almost 10 times.

Every BJP MP/MLA must learn from PM Modi: the art of…",28,DyProg,
Sun Feb 16 10:59:53 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,Shezi_one,
Sun Feb 16 10:58:29 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,ItsNokuthula,
Sun Feb 16 10:57:42 +0000 2020,"*BERRY COURT OMOLE HOUSING SCHEMES*

Do you know that proximity, development and accessibility is what determines t… https://t.co/1QqMKBvMRD",0,kotalkanta,
Sun Feb 16 10:57:40 +0000 2020,"The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives o… https://t.co/PAcjS3rPDL",22,thulasindi,
Sun Feb 16 10:57:29 +0000 2020,"@InsomniaTattoos @promisha Oh yeah, the scene has changed a ton even just in the 12 years or however long I’ve been… https://t.co/gABIKalvQD",0,Coelasquid,
Sun Feb 16 10:56:40 +0000 2020,RT @LuxAlptraum: The argument that people faking disability are a scourge who harm “real” disabled folk only holds water if we’re rationing…,8,KameosLastStand,
Sun Feb 16 10:56:35 +0000 2020,"RT @LuxAlptraum: Periodic reminder that accusing famous people (or anyone) or faking disability *harms disabled people*. 

Building a world…",9,KameosLastStand,
Sun Feb 16 10:56:17 +0000 2020,"RT @elephantinclus: Did you know that you can access EiTR's website on most devices?

Dan is working on making the site more accessible and…",3,talldeafgoth,
Sun Feb 16 10:55:58 +0000 2020,"@GspotMMA As someone who is married to a teacher, I can tell you that Bloomberg is a fool. My wife regularly talks… https://t.co/CkvRoYNHZg",0,RJ_MacReadyIV,
Sun Feb 16 10:53:41 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,bngsaat,
Sun Feb 16 10:52:40 +0000 2020,RT @MicrosoftEDU: What if your students had a special place to store their pens built into their devices? Introducing pen garage – just one…,20,toddadrianhenry,
Sun Feb 16 10:51:58 +0000 2020,RT @SteveTheQuip: @JDBakewell We lose the BBC at our peril Joan. It might annoy us from time to time but it both a platform for the best an…,1,huxley06,
Sun Feb 16 10:49:33 +0000 2020,"RT @elephantinclus: Did you know that you can access EiTR's website on most devices?

Dan is working on making the site more accessible and…",3,sixpencejan7,
Sun Feb 16 10:49:24 +0000 2020,"RT @liseuse: If you work in a building that has accessibility problems (lots do), please do not assume that your Estates team don't care. W…",4,DrAnneMurphy,
Sun Feb 16 10:48:24 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,Phantompirat,
Sun Feb 16 10:45:30 +0000 2020,"RT @hackOnLoad: We're pleased to announce our next sponsor @xyz

XYZ’s mission is to bring accessibility and innovation back to the domain…",1,_anandpushkar,
Sun Feb 16 10:44:35 +0000 2020,"RT @liseuse: If you work in a building that has accessibility problems (lots do), please do not assume that your Estates team don't care. W…",4,EmmaKEdDev,
Sun Feb 16 10:44:20 +0000 2020,"We're pleased to announce our next sponsor @xyz

XYZ’s mission is to bring accessibility and innovation back to the… https://t.co/vnlyDp9p4R",1,hackOnLoad,
Sun Feb 16 10:43:59 +0000 2020,@JDBakewell We lose the BBC at our peril Joan. It might annoy us from time to time but it both a platform for the b… https://t.co/Pq3iW8ZujT,1,SteveTheQuip,
Sun Feb 16 10:43:34 +0000 2020,"RT @AccessibleDS: Thank you so much @JamesMason_78 @Welcome2Yorks @cottagedales 
Both Jane and I @access4alluk are passionate about creatin…",1,HoeGrange,
Sun Feb 16 10:43:20 +0000 2020,"RT @AccessAbleUK: February is #HeartMonth, keep your ❤ and mind healthy with #AccessAble's Top 5 Guide to Parks and Gardens in the UK! Our…",4,Chris5anne,HeartMonth AccessAble
Sun Feb 16 10:43:20 +0000 2020,"RT @AccessAbleUK: February is #HeartMonth, keep your ❤ and mind healthy with #AccessAble's Top 5 Guide to Parks and Gardens in the UK! Our…",4,YorkMEAwareness,HeartMonth AccessAble
Sun Feb 16 10:42:23 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,Buffalocrisps,
Sun Feb 16 10:41:37 +0000 2020,"Stop the Neumorphism 🛑
@uxdesigncc https://t.co/hU3NCChBCI",0,imohsenet,
Sun Feb 16 10:38:54 +0000 2020,"RT @gatsbyjs: 📣 BIG NEWS: Introducing Gatsby Builds!

Try it: https://t.co/Mo1vp8bGuZ

⚪Blazing fast build speeds! (10x faster for image-he…",269,alejaja1,
Sun Feb 16 10:38:29 +0000 2020,"RT @AccessAbleUK: February is #HeartMonth, keep your ❤ and mind healthy with #AccessAble's Top 5 Guide to Parks and Gardens in the UK! Our…",4,sas_freeman,HeartMonth AccessAble
Sun Feb 16 10:38:14 +0000 2020,RT @MHarperCOO: It might not look much but this is the new @SheffieldHosp link bridge - now open - from the Hallamshire Hospital to Weston…,15,lesley1889,
Sun Feb 16 10:37:47 +0000 2020,RT @mssinenomine: OK are you folks ready to listen to me yet about how accessibility can be weaponized against marginalized people and used…,243,JohnLZHC,
Sun Feb 16 10:37:33 +0000 2020,RT @mssinenomine: @DisabAllianceBC I need all of disability twitter to speak to this. I need you to raise your activist voices to denounce…,275,JohnLZHC,
Sun Feb 16 10:37:22 +0000 2020,"RT @VerbingNouns: Lecture capture as a default is not about accessibility. It's about control. I'm still sorting through my thoughts on it,…",1,_dmh,
Sun Feb 16 10:37:20 +0000 2020,RT @YusufBShariff: Have you tested your #PowerApps accessibility for comfortable thumb reach? Try it out by screen shotting your app &amp; usin…,8,nfernandezba,PowerApps
Sun Feb 16 10:36:57 +0000 2020,RT @YusufBShariff: Have you tested your #PowerApps accessibility for comfortable thumb reach? Try it out by screen shotting your app &amp; usin…,8,crmonline,PowerApps
Sun Feb 16 10:36:32 +0000 2020,"February is #HeartMonth, keep your ❤ and mind healthy with #AccessAble's Top 5 Guide to Parks and Gardens in the UK… https://t.co/aNo9oymOGg",4,AccessAbleUK,HeartMonth AccessAble
Sun Feb 16 10:35:46 +0000 2020,Lecture capture as a default is not about accessibility. It's about control. I'm still sorting through my thoughts… https://t.co/nfGGf6VrYH,1,VerbingNouns,
Sun Feb 16 10:35:24 +0000 2020,Another truth from @mulegirl ‘s book Conversational Design “The last thing you want to do is make your customers gu… https://t.co/jMSVkMBStd,5,NeilMilliken,
Sun Feb 16 10:35:24 +0000 2020,"RT @abdullah_0mar: In last 6 years, PM Modi visited his constituency almost 10 times.

Every BJP MP/MLA must learn from PM Modi: the art of…",28,viktormeister,
Sun Feb 16 10:34:23 +0000 2020,RT @YusufBShariff: Have you tested your #PowerApps accessibility for comfortable thumb reach? Try it out by screen shotting your app &amp; usin…,8,NesrineShariff,PowerApps
Sun Feb 16 10:34:04 +0000 2020,"RT @TheStage: ""A very accessible arts complex which has something to offer everyone.""
Catch up with the news that @BarbicanCentre has been…",3,EleanorHart_,
Sun Feb 16 10:33:56 +0000 2020,"Talking to software users with or without disablities, what saddens me the most is when they blame themselves inste… https://t.co/oFBpd7ovi1",0,drwendyfox,
Sun Feb 16 10:33:53 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,JeliraMelati,
Sun Feb 16 10:33:46 +0000 2020,RT @mssinenomine: @DisabAllianceBC I need all of disability twitter to speak to this. I need you to raise your activist voices to denounce…,275,LipstickLacey,
Sun Feb 16 10:33:22 +0000 2020,RT @mssinenomine: OK are you folks ready to listen to me yet about how accessibility can be weaponized against marginalized people and used…,243,LipstickLacey,
Sun Feb 16 10:33:09 +0000 2020,"Volunteer at your local food shelter ☘️

Type: Charity 💝

Participants: 1

Accessibility: 0.1/1 (zero being the mos… https://t.co/OSbyIS912V",0,TheBetterBot,
Sun Feb 16 10:33:08 +0000 2020,"RT @MeganChauke: Now we wait to hear how persons with disabilities can access and attain these opportunities.
Concerns :lnclusive education…",2,DWLDignity,
Sun Feb 16 10:33:02 +0000 2020,"RT @ScopeBigHack: We asked disabled users the following question:

How does it make you feel when you cannot complete a task online because…",2,afanofthebard,
